Name,Address,Culture,Religion,Language,Services,Postcode,State,Phone,Email,Website,Longitude,Latitude,ID
Empower Home Care,71 STUBBS Street KENSINGTON 3031 VIC Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Judaism, Oriental Orthodox, Other Christian, Pentecostal, Salvation Army, Seventh-day Adventist, Uniting Church","Amharic, Arabic, Cantonese, Croatian, Farsi (Persian), French, Greek, Italian, Mandarin, Polish, Russian, Samoan, Somali, Spanish, Sudanese Arabic, Tigrinya, Tongan, Turkish, Vietnamese","Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision, Wellness and reablement",3031,VIC,6.10399E+11,admin@empowerhc.com.au,http://www.empowerhc.com.au,144.9355697,-37.7922673,651
"Kare Seniors -Home Care Package Level 1,2,3,4 ( Less Fees Means More Services )",8 COSTAS Drive HOPPERS CROSSING 3029 VIC Australia,"Arab, Australian, Bosnian, British, Burmese, Chinese, Eastern European, Egyptian, English, Eritrean, Ethiopian, Filipino, Greek, Indian, Indonesian, Italian, Macedonian, Maltese, Polish, Russian, Samoan, Serbian, Sri Lankan, Vietnamese","Anglican, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Other Christian","Albanian, Arabic, Australian Indigenous Lang, Italian, Mandarin, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, Vision, Wellness and reablement",3029,VIC,6.10397E+11,info@kareseniors.com.au,http://www.kareseniors.com.au,144.7179507,-37.8731792,652
My Home Care Choices Melbourne,14 CLASSIC Court DEER PARK 3023 VIC Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Oriental Orthodox, Other Christian, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Dementia, Hearing, In-home respite care, Mental Health, Mobility, Vision",3023,VIC,6.10413E+11,primefirstaid@hotmail.com,https://myhomecarechoices.com.au,144.7704291,-37.7817628,653
Service information,Unit 10 39 EUCUMBENE Drive RAVENHALL 3023 VIC Australia,"Bosnian, Chinese, Dutch, Egyptian, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Serbian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Hinduism, Islam, Jehovah's Witnesses, Judaism, Lutheran, Other Christian, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Assyrian, Cantonese, Greek, Italian, Mandarin, Vietnamese",NA,3023,VIC,6.10384E+11,info@haiseyhomecare.com.au,http://www.haiseyhomecare.com.au,144.7452695,-37.7600822,654
Wunda Home & Community Care,20 HALESWORTH Street ST ALBANS 3021 VIC Australia,"Acholi, Afrikaner, Albanian, Amhara, Angolan, Arab, Australian, Australian Aboriginal, Australian South Sea Islander, Egyptian, Filipino, Indian, Italian, Lebanese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Acholi, Afrikaans, Albanian, Amharic, Anyuak/Anuak, Arabic, Dinka","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",3021,VIC,6.1039E+11,amapieu.wundahome@outlook.com,http://wundahomecare.com.au,144.813299,-37.747191,655
Migrant Resource Centre North West Region Home Care Packages,20 VICTORIA Crescent ST ALBANS 3021 VIC Australia,"Amhara, Arab, Assyrian, Bosnian, Chinese, Coptic, Croatian, Cypriot, Dutch, Egyptian, Eritrean, Ethiopian, Filipino, German, Greek, Hungarian, Indian, Iraqi, Italian, Lao, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sinhalese, Somali, South Sudanese, Sri Lankan, Sri Lankan Tamil, Sudanese, Tigre, Turkish, Ukrainian, Vietnamese",NA,NA,NA,3021,VIC,6.10394E+11,zeinab_h@mrcnorthwest.org.au,NA,144.800493,-37.741506,656
IPC Health Aged Care Services,1 ANDREA Street ST ALBANS 3021 VIC Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",3021,VIC,6.10393E+11,mifa.lay@ipchealth.com.au,http://www.ipchealth.com.au/,144.7983222,-37.7484234,657
Supreme Care,5/12 CLARKE Street SUNSHINE 3020 VIC Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Greek, Italian, Mandarin, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",3020,VIC,6.10395E+11,info@spcare.com.au,http://www.spcare.com.au,144.8333354,-37.7861474,658
At Your Service Home Care,25 WILTSHIRE Street SUNSHINE NORTH 3020 VIC Australia,"Australian, Bosnian, Chinese, Croatian, Egyptian, Filipino, German, Greek, Italian, Macedonian, Maltese, Polish, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Islam, Jehovah's Witnesses, Other Christian, Other Protestant, Seventh-day Adventist, Uniting Church",NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Wellness and reablement",3020,VIC,6.10393E+11,remy.vejano@cumberlandmanor.com.au,NA,144.844029,-37.775193,659
Loyal care homecare package,"Unit 306 Level 3, 251 BALLARAT Road BRAYBROOK 3019 VIC Australia","Amhara, Arab, Australian, Dinka, Eritrean, Ethiopian, Indian Tamil, New Zealander, Oromo, Samoan, Somali, South Sudanese, Southern and East African, Sundanese, Tigrayan, Tongan, Yemeni","Catholic, Eastern Orthodox, Islam, Jehovah's Witnesses, Oriental Orthodox","Amharic, Arabic, Harari, Oromo, Tigrinya, Yoruba","Hearing, Mental Health, Mobility, Vision, Wellness and reablement",3019,VIC,6.10406E+11,loyalcare2@gmail.com,NA,144.8606283,-37.7808442,660
Australian Vietnamese Women's Association - HCP Western,Unit 7 6 SOUTH Road BRAYBROOK 3019 VIC Australia,Vietnamese,NA,"Cantonese, Vietnamese","Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",3019,VIC,6.10394E+11,hcp-west@avwa.org.au,http://avwa.org.au,144.8609606,-37.7922484,661
Hobsons Bay Home Care Packages Program,115 CIVIC Parade ALTONA 3018 VIC Australia,NA,NA,NA,NA,3018,VIC,6.10399E+11,casemanagers@hobsonsbay.vic.gov.au,http://www.hobsonsbay.vic.gov.au/Community/Older-people/Assessment-care-management,144.8310159,-37.863727,662
annecto - Western Metro VIC,1 LITTLE DAVID Street YARRAVILLE 3013 VIC Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese",NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",3013,VIC,6.10393E+11,davidhouse@annecto.org.au,http://www.annecto.org.au,144.8819183,-37.8152267,663
Home Care Packages Program - United - Spanish Latin American Welfare Centre,Unit 107 44 HAMPSTEAD Road MAIDSTONE 3012 VIC Australia,"Acehnese, Afghan, African American, Afrikaner, Albanian, Algerian, American, Amhara, Anglo-Burmese, Arab, Argentinian, Armenian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Bahraini, Barbadian, Basque, Batswana, Belarusan, Belgian, Bengali, Bermudan, Bolivian, Bosnian, Brazilian, British, Bruneian, Bulgarian, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central and West African, Channel Islander, Chilean, Chinese, Colombian, Cook Islander, Coptic, Costa Rican, Croatian, Cuban, Cypriot, Czech, Darfu/Darfurian, Dinka, Dutch, Eastern European, Ecuadorian, Egyptian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Filipino, Finnish, Flemish, French, French Canadian, Frisian, Georgian, German, Ghanaian, Gibraltarian, Greek, Guatemalan, Guyanese, Hispanic (North American), Hungarian, I-Kiribati, Icelandic, Indian, Indonesian, Irish, Italian, Jamaican, Javanese, Jewish, Kadazan, Kashmiri, Kenyan, Khmer (Cambodian), Kurdish, Latvian, Lebanese, Liberian, Libyan, Lithuanian, Luxembourg, Macedonian, Mainland South-East Asian, Malay, Maldivian, Maltese, Maori, Maritime South-East Asian, Mayan, Mexican, Micronesian, Montenegrin, Moroccan, Native North American Indian, Nauruan, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, North American, Northern European, Norwegian, Ogaden, Oromo, Otr Nth African & Mid. Eastern, Palestinian, Papua New Guinean, Paraguayan, Peoples of the Sudan, Peruvian, Polish, Polynesian, Portuguese, Puerto Rican, Roma/Gypsy, Russian, Rwandan, Salvadoran, Scottish, Serbian, Sierra Leonean, Singaporean, South American, Southern European, Southern and East African, Spanish, Sri Lankan, Timorese, Torres Strait Islander, Ugandan, Ukrainian, Uruguayan, Venezuelan, Vietnamese, Welsh, Western European","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Baptist, Bethesda Churches, Born Again Christian, Brethren, Buddhism, Caodaism, Catholic, Chaldean Catholic, Chinese Religions, Christadelphians, Christian, Christian & Missionary Allnce., Christian City Church, Christian Life Churches Int_„Žl, Christian Outreach Centres, Christian Revival Crusade, Christian Science, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Church of Scientology, Church of the Nazarene, Churches of Christ, Churches of Christ (Conf.), Community of Christ, Confucianism, Congregational, Coptic Orthodox Church, Druidism, Druse, Eastern Orthodox, Eckankar, Ethiopian Orthodox Church, Ethnic Evangelical Churches, Faith Churches, Foursquare Gospel Church, Free Reformed, Full Gospel Church, Gnostic Christians, Greek Orthodox, Hinduism, Humanism, Independent Evang. Churches, International Church of Christ, Islam, Jainism, Japanese Religions, Jehovah's Witnesses, Judaism, Latter-day Saints, Liberal Catholic Church, Lutheran, Macedonian Orthodox, Maronite Catholic, Melkite Catholic, Nature Religions, New Apostolic Church, New Churches (Swedenborgian), No religion, Oriental Orthodox, Other Christian, Other Protestant, Paganism, Pantheism, Pentecostal, Presbyterian, Presbyterian and Reformed, Rastafarianism, Ratana (Maori), Rationalism, Reformed, Religious Science, Religious Society of Friends, Revival Centres, Rhema Family Church, Romanian Orthodox, Russian Orthodox, Salvation Army, Satanism, Serbian Orthodox, Seventh-day Adventist, Shinto, Sikhism, Spiritualism, Sukyo Mahikari, Syrian Orthodox Church, Taoism, Temple Society, Tenrikyo, Theosophy, Ukrainian Catholic, Ukrainian Orthodox, Unitarian, United Pentecostal, Uniting Church, Wesleyan Methodist Church, Western Catholic, Wiccan/Witchcraft, Worldwide Church of God, Zoroastrianism","Basque, Catalan, Danish, Dutch, English, Esperanto, Farsi (Persian), Filipino/Tagalog, Finnish, Flemish, French, Gaelic (Ireland), Gaelic (Scotland), Galician, German, Hebrew, Hungarian, Icelandic, Irish, Latin, Latvian, Macedonian, Mano, Mauritian Creole, Netherlandic, Non Verbal, Northern European Lang, Norwegian, Not Stated/Inadequately Desc, Other, Other European Languages, Other Languages, Other Oceanic Languages, Portuguese, Quechua, Romanian, Russian, Southern European Lang, Spanish, Swedish, Welsh, Yiddish","Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",3012,VIC,6.10393E+11,access.support@united.org.au,http://www.united.org.au,144.8763841,-37.7787315,664
Olive Tree Home Care,203 BARKLY Street Footscray 3011 VIC Australia,"Bosnian, Egyptian, Filipino, Greek, Indian, Italian, Lebanese, Macedonian, Serbian, Sri Lankan, Vietnamese",NA,"Afrikaans, Amharic, Arabic, English, Greek, Italian, Mandarin, Oromo, Somali, Vietnamese",NA,3011,VIC,6.10391E+11,admin@olivetreehomecare.com.au,http://www.olivetreehomecare.com.au,144.8974715,-37.7997052,665
Filipino Community Council of Victoria Inc Home Care Packages,93 COWPER Street FOOTSCRAY 3011 VIC Australia,Filipino,"Anglican, Baptist, Catholic, Churches of Christ, Jehovah's Witnesses, Latter-day Saints, Lutheran, Other Christian, Other Protestant, Pentecostal, Seventh-day Adventist","English, Filipino/Tagalog","Continence Advisory, Dementia, Mobility, Wellness and reablement",3011,VIC,6.10397E+11,fil.cacp@fccvi.org.au,NA,144.9033612,-37.8043001,666
Jewish Care (VIC) Home Care Packages (Kesher),619 St Kilda Road MELBOURNE 3004 VIC Australia,"German, Hungarian, Jewish, Lithuanian, Polish, Romanian, Russian, Ukrainian",Judaism,"Chinese, English, German, Greek, Hebrew, Hindi, Hungarian, Italian, Lithuanian, Mandarin, Polish, Portuguese, Romanian, Russian, Spanish, Turkish, Ukrainian, Vietnamese, Yiddish","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",3004,VIC,6.10385E+11,info@jewishcare.org.au,http://www.jewishcare.org.au,144.9825679,-37.8528749,667
Royal Freemasons Home Care,45 MOUBRAY Street MELBOURNE 3004 VIC Australia,"Australian, French, German, Greek, Indian, Italian, Polish, Russian, Sinhalese, Spanish, Vietnamese",NA,"English, French, German, Greek, Hindi, Italian, Macedonian, Maltese, Mandarin, Polish, Russian, Sinhalese, Spanish, Tamil, Vietnamese, Yugoslavian","Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mobility, People with terminal illness, Wellness and reablement",3004,VIC,6.11801E+11,homecareaccess@royalfreemasons.org.au,www.royalfreemasons.org.au,144.9837372,-37.8476827,668
Nexttcare Pty Limited - Melbourne,"Level 4, 417 ST KILDA Road MELBOURNE 3004 VIC Australia",NA,NA,NA,NA,3004,VIC,6.11301E+11,helenb@nextt.com.au,NA,144.97706,-37.8377251,669
Melbourne City Council,90-130 SWANSTON Street MELBOURNE 3000 VIC Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese",NA,"Arabic, Croatian, Greek, Hindi, Indonesian, Italian, Japanese, Korean, Liberian Pidgin, Macedonian, Mandarin, Serbian, Somali, Spanish, Vietnamese",NA,3000,VIC,6.10397E+11,ads@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au,144.9665076,-37.8148118,670
Local Guardians Victoria,585 LITTLE COLLINS Street MELBOURNE 3000 VIC Australia,NA,NA,NA,NA,3000,VIC,6.10433E+11,ross.mcdonald@localguardians.com,http://www.localguardians.com,144.9553974,-37.8177615,671
Just Better Care Canberra,"Suite 8 & 10 Floor 1, 26 FRANCIS FORDE Boulevard Forde 2914 ACT Australia",NA,NA,NA,NA,2914,ACT,6.10263E+11,canberra@justbettercare.com,http://justbettercare.com/,-149.14259,-35.17142,672
Just Better Care South Coast NSW,Unit 8 26 Francis Forde Boulevard Forde 2914 ACT Australia,NA,NA,NA,NA,2914,ACT,6.10299E+11,mailsouthcoast@justbettercare.com,http://justbettercare.com,149.1426139,-35.1715314,673
Rubies Nursing-Home Care Support Canberra,163 LANGTREE Crescent CRACE 2911 ACT Australia,"Afghan, African American, Afrikaner, Albanian, Algerian, American, Amhara, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Serbian, Sri Lankan, Vietnamese","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baptist, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Afrikaans, Albanian, Arabic, Assyrian, Australian Indigenous Lang, Croatian, Greek, Italian, Mandarin, Spanish, Vietnamese","Dementia, In-home respite care, Mental Health",2911,ACT,6.11301E+11,admin@rubiesnursingcare.com.au,NA,149.1096356,-35.2054514,674
Goodwin Home Care Packages (North),53 ABENA Avenue CRACE 2911 ACT Australia,NA,NA,NA,NA,2911,ACT,6.10262E+11,community@goodwin.org.au,NA,149.1077123,-35.2015813,675
Uniting Home Care Far West,265 OXIDE Street BROKEN HILL 2880 NSW Australia,Australian Aboriginal,Uniting Church,NA,"Dementia, In-home respite care, Mobility, Wellness and reablement",2880,NSW,6.11801E+11,ask@uniting.org,https://https://uniting.org/services/aged-care/help-at-home,141.460317,-31.948654,676
LiveBetter Community Services - Broken Hill,72-74 GYPSUM Street BROKEN HILL 2880 NSW Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mental Health, Wellness and reablement",2880,NSW,6.11801E+11,info@livebetter.org.au,http://www.livebetter.org.au,141.4466822,-31.9680128,677
Neighbourhood Central Home Care Packages,80-82 CURRAJONG Street PARKES 2870 NSW Australia,NA,NA,NA,NA,2870,NSW,6.10269E+11,homecare@ncentral.org.au,http://www.ncentral.org.au,148.1751609,-33.1331098,678
UPA Yeoval Home Care Service,3-7 LORD Street YEOVAL 2868 NSW Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision, Wellness and reablement",2868,NSW,6.10259E+11,tracy.dess@dubbo.upa.org.au,http://www.upa.org.au,148.6498586,-32.7503002,679
Wenonah Community Care,21 WENONAH Street GULGONG 2852 NSW Australia,NA,NA,NA,NA,2852,NSW,6.10264E+11,co-ordinator@wenonah.org.au,http://wenonahgulgong.com.au,149.5409765,-32.3655462,680
Kanandah Residential Accommodation,21 Douro Street MUDGEE 2850 NSW Australia,NA,NA,NA,NA,2850,NSW,6.10264E+11,cqi@kanandah.com.au,NA,149.5841961,-32.5936437,681
ADA Caring Connections,93-95 Angus Avenue Kandos 2848 NSW Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",2848,NSW,6.10264E+11,janet.shepherd@rsllifecare.org.au,http://rsllifecareathome.org.au,149.9794067,-32.8582758,682
Warrumbungle Community Care - Coolah,64 BINNIA Street COOLAH 2843 NSW Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Bosnian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Baptist, Bethesda Churches, Born Again Christian, Brethren, Buddhism, Catholic, Chaldean Catholic, Christian, Christian City Church, Christian Life Churches Int_„Žl, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Churches of Christ, Churches of Christ (Conf.), Community of Christ, Coptic Orthodox Church, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church, Zoroastrianism",NA,"Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",2843,NSW,6.10264E+11,communitycare@warrumbungle.nsw.gov.au,NA,149.7199337,-31.8248095,683
Goodooga Health Service,49 HAMMOND Street GOODOOGA 2838 NSW Australia,NA,NA,NA,NA,2838,NSW,6.10268E+11,wnswlhd-chsp@health.nsw.gov.au,http://www.wnswlhd.health.nsw.gov.au,147.4556674,-29.1109125,684
Central West Nursing,345 DARLING Street DUBBO 2830 NSW Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",2830,NSW,6.10263E+11,jacqui@dans-1st.com.au,https://centralwestnursing.com.au,148.6038739,-32.2615585,685
RFBI Care at Home - Orana,2A Capstan Drive DUBBO 2830 NSW Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",2830,NSW,6.11301E+11,feedback@rfbi.com.au,https://rfbi.com.au/care-at-home/,148.6399067,-32.2597392,686
BaptistCare - Mid State (Baptist Care),251 COBRA Street DUBBO 2830 NSW Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central Asian, Central and West African, Chaldean, Channel Islander, Chilean, Chin, Chinese Asian, Colombian, Congolese, Cook Islander, Coptic, Costa Rican, Cuban, Cypriot, Czech, Danish, Darfu/Darfurian, Dinka, Eastern European, Ecuadorian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Fijian Indian, Finnish, Flemish, French, French Canadian, Frisian, Fulani, Georgian, Ghanaian, Gibraltarian, Gio, Guatemalan, Gujarati, Guyanese, Hawaiian, Hazara, Hispanic (North American), Hmong, Hutu, I-Kiribati, Icelandic, Igbo, Indian Tamil, Indonesian, Iranian, Iraqi, Irish, Ivorean, Jamaican, Japanese, Javanese, Jewish, Jordanian, Kadazan, Karen, Kashmiri, Kazakh, Kenyan, Khmer (Cambodian), Korean, Krahn, Kunama, Kurdish, Kuwaiti, Kyrgyz, Lao, Latvian, Liberian, Libyan, Lithuanian, Luxembourg, Madi (Ma'di), Madurese, Mainland South-East Asian, Malawian, Malay, Malayali, Maldivian, Mandaean, Mandinka, Manx, Maori, Maritime South-East Asian, Masai, Mauritian, Mayan, Melanesian and Papuan, Mexican, Micronesian, Moldovan, Mon, Mongolian, Montenegrin, Moroccan, Mozambican, Namibian, Native North American Indian, Nauruan, Nepalese, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, Niuean, North American, Northern European, Norwegian, Nubian, Nuer, Ogaden, Omani, Oromo, Otr Nth African & Mid. Eastern, Pakistani, Palestinian, Papua New Guinean, Paraguayan, Parsi, Pathan, Peoples of the Sudan, Peruvian, Polynesian, Portuguese, Puerto Rican, Punjabi, Qatari, Rohingya, Roma/Gypsy, Romanian, Rwandan, Salvadoran, Samoan, Saudi Arabian, Scottish, Senegales, Seychellois, Shona, Sierra Leonean, Sikh, Sindhi, Singaporean, Sinhalese, Slovak, Slovene, Solomon Islander, Somali, Sorb/Wend, South African, South American, South Eastern European, South Sudanese, Southern Asian, Southern European, Southern and East African, Spanish, Sri Lankan Tamil, Sudanese, Sundanese, Swahili, Swazilander, Swedish, Swiss, Syrian, Tahitian, Taiwanese, Tajik, Tanzanian, Tatar, Telugu, Temoq, Thai, Themne, Tibetan, Tigrayan, Tigre, Timorese, Togolese, Tokelauan, Tongan, Torres Strait Islander, Trinidadian (Tobagonian), Tunisian, Turkish, Turkmen, Tuvaluan, Ugandan, Uighur, Uruguayan, Uzbek, Venezuelan, Vlach, Welsh, Western European, Yemeni, Yoruba, Zambian, Zimbabwean, Zulu","Agnosticism, Anglican, Atheism, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, No religion, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church",NA,"Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mobility, Wellness and reablement",2830,NSW,6.113E+11,customerengagement@baptistcare.org.au,https://youchoose.org.au,148.627701,-32.2574875,687
Cooee Lodge Home Care Packages,2 TOWNSEND Drive GILGANDRA 2827 NSW Australia,NA,NA,NA,NA,2827,NSW,6.10268E+11,kbutler@gilgandra.nsw.gov.au,http://www.gilgandra.nsw.gov.au/council/aged-care,148.6636628,-31.7035746,688
Jack Towney Aboriginal Hostel Home Care Packages,5 Stockings Crescent GILGANDRA 2827 NSW Australia,NA,NA,NA,NA,2827,NSW,6.10268E+11,dgordon@gilgandra.nsw.gov.au,NA,148.6454457,-31.7044426,689
"UPA Community Aged Care Services - Orange, Molong",68 Nile Street ORANGE 2800 NSW Australia,NA,NA,Italian,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision, Wellness and reablement",2800,NSW,6.10264E+11,cacs@centralwest.upa.org.au,http://www.upa.org.au,149.1132572,-33.2803322,690
Accessible Living Options,369 Stewart Street BATHURST 2795 NSW Australia,NA,NA,NA,Wellness and reablement,2795,NSW,6.10263E+11,dsimpson@newhorizons.org.au,http://www.alo.org.au,149.5612213,-33.4213298,691
